Student_ID,Gender,Age,City,Department,Semester,Matric_Marks,Intermediate_Marks,Entry_Test_Score,Current_CGPA,Previous_Semester_GPA,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Social_Media_Hours,Stress_Level,Motivation_Level,Discipline_Level,Programming_Skill_Level,Python_Knowledge,Java_Knowledge,Database_Knowledge,ML_Knowledge,Web_Development_Skill,GitHub_Projects_Count,Certifications_Count,Internship_Experience,Internship_Duration_Months,Scholarship,Hostel_Resident,Financial_Background,Transport_Mode,Communication_Skill,English_Level,Resume_Score,Job_Applications_Submitted,Offer_Letters_Received,Placement_Status
5339,Male,24,Lahore,ME,3,1005,956,44,1.71,2.13,61,3.1,7.0,4.3,Low,High,High,Intermediate,2,1,0,0,0,8,8,Yes,6,Yes,No,Middle,Walk,1,Good,59,34,4,Not Placed
5340,Female,23,Peshawar,BBA,4,652,848,69,2.35,2.79,45,4.0,7.1,5.5,Low,Low,High,Intermediate,3,2,4,1,9,15,8,No,0,No,Yes,Middle,Walk,1,Average,68,15,0,Placed
5341,Male,22,Karachi,BBA,1,1088,869,48,2.85,2.57,66,2.9,5.3,0.8,Medium,Medium,Low,Intermediate,6,6,5,0,2,12,8,No,0,Yes,Yes,High,Walk,5,Average,71,7,3,Placed
5342,Male,19,Lahore,ME,4,838,615,36,2.5,2.85,100,3.2,8.4,4.8,High,Low,Low,Intermediate,3,5,3,3,2,6,0,No,0,Yes,No,High,Bus,9,Weak,56,22,0,Placed
5343,Female,24,Peshawar,BBA,7,938,879,95,2.41,2.42,69,4.0,5.0,4.1,High,Low,Medium,Beginner,2,5,8,4,7,9,3,Yes,9,Yes,Yes,High,Walk,2,Good,55,19,1,Placed
5344,Female,21,Peshawar,SE,7,668,680,47,3.43,2.97,62,6.3,5.5,2.2,Medium,Low,Medium,Beginner,3,5,1,2,4,2,0,Yes,5,No,No,Middle,Car,6,Average,65,3,4,Placed
5345,Female,20,Islamabad,BBA,1,775,794,54,3.97,4.0,63,2.0,8.1,4.0,High,Medium,Medium,Beginner,4,5,1,1,4,0,1,Yes,9,Yes,Yes,Low,Walk,9,Fluent,81,44,2,Placed
5346,Male,26,Peshawar,IT,4,1060,694,83,2.84,2.4,81,3.7,9.0,5.6,Medium,High,High,Beginner,3,7,3,7,5,18,0,Yes,12,No,Yes,Low,Car,1,Fluent,34,42,1,Placed
5347,Female,24,Swat,IT,5,611,734,30,2.61,2.36,63,7.0,5.2,2.5,High,Medium,Medium,Intermediate,0,3,9,4,2,19,2,No,0,No,No,High,Car,8,Average,97,31,4,Placed
5348,Female,20,Swat,BBA,8,677,815,54,2.46,2.43,52,7.6,8.4,2.3,Low,Low,Low,Advanced,10,6,5,5,9,15,0,No,0,No,No,High,Walk,1,Good,83,31,2,Placed
5349,Female,26,Islamabad,DS,6,640,1034,61,2.49,2.82,58,4.7,7.3,2.7,Medium,High,Low,Beginner,2,5,5,1,8,16,1,No,0,Yes,No,High,Bike,2,Fluent,72,0,4,Placed
5350,Female,20,Peshawar,ME,6,1068,642,50,1.62,1.28,43,6.0,6.3,1.2,Low,Low,High,Intermediate,8,3,9,1,6,3,5,Yes,2,No,Yes,Middle,Bike,1,Good,57,22,5,Placed
5351,Female,19,Karachi,BBA,2,905,882,34,3.04,3.13,92,6.2,4.4,2.1,Low,High,High,Advanced,6,5,9,5,5,17,8,Yes,4,No,Yes,High,Car,7,Weak,41,9,5,Placed
5352,Female,19,Abbottabad,DS,2,906,768,70,1.85,1.98,75,5.0,6.7,0.5,Low,Low,Low,Beginner,2,8,3,3,3,20,6,No,0,Yes,Yes,Middle,Bus,8,Weak,46,8,2,Placed
5353,Female,25,Lahore,ME,2,837,988,56,3.75,4.0,47,1.2,6.0,5.0,High,Low,Low,Advanced,8,3,6,0,3,3,7,No,0,Yes,No,High,Bike,8,Weak,65,4,3,Placed
5354,Female,24,Karachi,IT,2,1028,709,74,3.7,3.77,49,5.4,4.0,2.4,Low,Medium,Medium,Advanced,7,9,7,2,3,10,0,No,0,Yes,Yes,Low,Car,1,Fluent,100,16,0,Placed
5355,Female,22,Karachi,DS,4,939,1065,63,2.26,2.11,79,5.4,4.0,5.6,High,Medium,Medium,Advanced,4,1,4,8,0,6,6,No,0,Yes,No,High,Walk,9,Fluent,89,46,0,Placed
5356,Male,26,Mardan,IT,2,1002,1010,48,3.69,3.71,55,6.5,8.6,0.2,High,High,Medium,Beginner,8,5,8,3,10,5,4,No,0,No,No,Low,Bus,5,Fluent,70,28,0,Placed
5357,Male,24,Abbottabad,BBA,3,827,729,49,2.85,2.5,88,3.3,6.3,0.0,Low,High,Medium,Beginner,1,10,5,4,4,2,3,Yes,4,Yes,No,Middle,Car,7,Fluent,94,2,1,Placed
5358,Male,24,Lahore,EE,8,1080,783,85,3.19,2.75,57,6.7,4.2,2.1,Medium,High,Low,Intermediate,6,6,6,9,9,6,1,No,0,No,No,High,Bike,5,Weak,60,28,4,Placed
5359,Male,24,Peshawar,DS,7,933,878,96,3.88,3.91,40,3.6,8.2,4.4,Low,Low,Low,Advanced,10,9,9,2,9,10,0,No,0,No,Yes,Low,Car,10,Fluent,88,24,1,Placed
5360,Male,26,Swat,IT,1,818,654,53,3.48,3.53,43,4.6,6.3,3.0,Low,Medium,High,Intermediate,0,4,0,10,6,19,7,Yes,6,Yes,Yes,Low,Car,8,Good,68,3,1,Placed
5361,Male,19,Lahore,IT,8,609,799,64,2.4,2.6,95,4.9,8.7,5.6,Medium,Low,Medium,Advanced,1,9,5,5,6,9,7,No,0,No,No,Middle,Bus,6,Fluent,92,37,1,Placed
5362,Male,21,Abbottabad,ME,5,859,1050,47,1.76,2.21,75,6.9,8.8,1.5,Low,Low,Low,Advanced,3,0,6,5,10,0,6,No,0,Yes,Yes,Middle,Bus,5,Weak,88,50,5,Placed
5363,Male,21,Lahore,IT,6,1091,963,84,3.88,3.55,83,7.4,4.7,5.3,High,Low,High,Advanced,10,2,7,7,2,12,8,Yes,5,Yes,No,Middle,Car,7,Weak,82,39,4,Placed
5364,Male,24,Lahore,EE,3,951,694,58,2.81,2.85,97,1.3,5.0,1.7,Medium,Low,Low,Intermediate,6,6,3,9,8,8,1,No,0,Yes,No,Middle,Bike,2,Good,31,32,2,Placed
5365,Female,22,Peshawar,CS,2,821,1018,79,2.13,2.46,63,2.6,4.2,4.2,High,High,High,Intermediate,1,2,5,6,0,14,1,No,0,Yes,Yes,High,Car,10,Average,97,43,4,Placed
5366,Male,20,Islamabad,AI,4,780,1005,46,3.97,3.55,54,4.6,7.0,3.3,Medium,Low,Low,Intermediate,10,1,0,10,0,9,5,No,0,Yes,Yes,High,Walk,10,Good,85,20,4,Placed
5367,Female,23,Mardan,EE,3,1026,930,33,3.48,3.9,63,0.9,5.4,1.0,High,Low,Medium,Beginner,2,10,6,5,3,18,1,No,0,No,Yes,Middle,Car,6,Weak,31,25,4,Placed
5368,Female,20,Peshawar,BBA,4,919,860,87,1.96,1.85,72,6.8,8.0,0.3,Low,Medium,Low,Advanced,5,6,9,2,0,20,4,Yes,5,Yes,No,Middle,Car,2,Average,46,40,2,Placed
5369,Male,19,Mardan,SE,8,904,816,69,3.54,3.52,93,4.1,8.6,0.2,Low,Low,Low,Intermediate,0,6,0,6,4,3,4,No,0,No,Yes,Low,Bus,3,Good,78,33,3,Placed
5370,Female,21,Mardan,EE,5,628,659,39,3.37,3.13,62,4.0,6.6,4.4,Low,Low,Medium,Beginner,10,2,5,9,3,19,6,No,0,Yes,No,High,Walk,9,Good,36,25,3,Placed
5371,Male,22,Peshawar,SE,1,747,932,63,2.95,2.64,67,0.9,7.3,0.6,High,High,High,Beginner,8,4,8,1,6,16,1,Yes,12,Yes,Yes,Low,Car,3,Fluent,75,33,1,Placed
5372,Female,20,Karachi,DS,8,677,745,56,3.63,3.96,96,5.0,5.8,4.6,Low,Low,High,Beginner,4,3,0,3,8,17,0,Yes,3,Yes,No,Low,Bike,1,Fluent,74,17,1,Placed
5373,Female,26,Islamabad,ME,2,1069,818,45,3.52,3.8,55,1.0,8.0,3.8,Low,High,Low,Beginner,0,2,3,5,4,20,1,Yes,11,No,Yes,Middle,Car,2,Fluent,63,0,5,Placed
5374,Female,24,Abbottabad,SE,8,909,778,32,2.92,3.26,44,6.8,7.9,5.7,Low,Medium,High,Advanced,2,10,2,0,8,4,8,No,0,Yes,Yes,Middle,Bus,8,Fluent,58,4,1,Placed
5375,Female,25,Lahore,CS,2,1089,794,80,2.14,1.68,73,2.2,8.2,4.3,High,High,Medium,Advanced,2,3,6,10,1,19,1,No,0,Yes,Yes,High,Walk,3,Good,93,17,4,Placed
5376,Female,21,Abbottabad,DS,1,1057,958,67,3.02,2.54,72,2.7,5.1,0.7,Low,Medium,Low,Advanced,7,4,9,10,0,13,2,Yes,10,No,Yes,Low,Car,4,Good,66,49,2,Placed
5377,Male,24,Karachi,DS,3,960,914,88,3.28,2.95,47,6.6,8.2,1.1,Low,Low,Low,Advanced,3,4,10,9,3,20,7,Yes,5,Yes,Yes,High,Walk,6,Average,71,8,5,Placed
5378,Female,20,Mardan,AI,5,785,680,66,1.58,1.5,81,7.6,7.2,4.5,High,Low,High,Intermediate,4,6,4,6,7,8,1,No,0,Yes,No,High,Walk,7,Weak,70,28,2,Placed
5379,Female,18,Peshawar,BBA,7,807,859,35,1.96,1.64,55,7.2,6.4,5.8,High,Low,High,Advanced,0,9,5,1,10,0,2,No,0,No,Yes,Low,Bus,6,Average,96,50,1,Placed
5380,Male,26,Karachi,AI,5,909,1079,87,3.06,2.99,82,2.3,5.5,2.8,Low,Medium,High,Advanced,2,4,8,2,2,0,3,No,0,Yes,No,Middle,Bus,9,Weak,41,16,0,Placed
5381,Male,21,Peshawar,DS,1,928,972,66,3.52,3.42,93,1.3,4.7,5.5,Medium,Medium,Medium,Beginner,9,5,9,7,8,14,4,Yes,3,No,No,Middle,Car,2,Average,40,47,5,Placed
5382,Male,19,Karachi,IT,1,741,796,88,1.77,1.58,60,4.5,5.7,3.0,Medium,High,Low,Advanced,9,8,4,9,1,9,7,No,0,Yes,No,Low,Bike,7,Average,57,31,2,Placed
5383,Female,23,Abbottabad,EE,2,637,739,53,2.79,3.11,78,3.6,5.2,2.9,High,Medium,Low,Beginner,4,10,9,8,10,6,4,No,0,No,Yes,High,Bike,3,Fluent,97,25,5,Placed
5384,Male,19,Peshawar,EE,8,799,763,34,1.64,1.4,53,4.9,7.9,5.5,High,Low,Medium,Intermediate,6,6,6,0,0,8,4,Yes,7,Yes,Yes,High,Walk,10,Fluent,76,17,5,Placed
5385,Female,23,Swat,BBA,6,876,910,54,2.1,1.63,53,5.8,8.9,0.0,Medium,Medium,Medium,Advanced,0,7,7,2,8,10,0,Yes,10,Yes,No,Low,Bike,7,Average,54,42,4,Placed
5386,Male,23,Mardan,DS,4,630,889,78,2.88,3.06,42,0.6,5.1,5.0,Medium,Low,Medium,Intermediate,1,8,5,1,8,3,7,No,0,No,No,Middle,Car,6,Weak,60,10,4,Placed
5387,Male,18,Mardan,ME,8,803,650,72,2.32,1.97,88,7.6,4.5,5.9,High,High,Low,Advanced,9,7,0,3,5,10,2,Yes,3,Yes,Yes,Low,Walk,5,Weak,89,25,5,Placed
5388,Male,24,Mardan,SE,2,1056,1083,51,2.18,2.06,51,4.3,4.1,4.3,Medium,High,High,Intermediate,7,8,1,8,6,1,3,Yes,8,No,Yes,Middle,Walk,4,Weak,97,43,4,Placed
5389,Female,22,Abbottabad,BBA,3,891,836,61,2.88,3.34,82,1.2,8.1,3.3,High,Low,Low,Intermediate,0,3,3,6,3,13,7,Yes,4,Yes,Yes,Middle,Bike,6,Good,84,17,2,Placed
5390,Male,21,Abbottabad,IT,3,713,813,81,2.8,3.14,44,2.9,6.8,4.9,Medium,Medium,Medium,Advanced,7,5,4,9,10,14,2,Yes,4,Yes,No,Middle,Bike,2,Fluent,91,10,2,Placed
5391,Female,23,Mardan,EE,4,937,899,100,2.72,2.53,97,6.3,8.5,1.4,High,Low,Low,Intermediate,8,6,6,10,2,7,3,Yes,6,No,No,Middle,Bus,4,Weak,71,48,4,Placed
5392,Female,23,Swat,EE,1,1030,844,63,1.56,1.09,50,4.4,6.1,3.3,Low,High,Medium,Beginner,5,7,5,0,4,5,2,No,0,No,No,High,Bike,5,Weak,65,18,3,Not Placed
5393,Female,22,Mardan,SE,5,835,1000,36,1.91,1.67,44,2.8,7.4,3.5,Medium,Medium,Low,Beginner,1,1,5,10,6,4,3,No,0,Yes,Yes,High,Bus,5,Average,33,23,3,Placed
5394,Male,26,Lahore,EE,5,627,929,99,3.2,3.55,93,2.1,6.1,1.6,Low,Medium,Low,Intermediate,2,9,1,9,4,19,3,No,0,Yes,No,Middle,Walk,5,Weak,96,46,1,Placed
5395,Male,21,Peshawar,BBA,4,830,893,82,1.8,1.34,77,2.5,4.2,1.8,High,Medium,Low,Advanced,2,5,3,9,7,3,4,No,0,No,Yes,Low,Walk,6,Average,67,1,1,Placed
5396,Female,22,Peshawar,BBA,1,762,881,90,2.15,2.27,68,7.6,4.9,2.4,High,Medium,High,Intermediate,3,6,1,5,10,3,5,Yes,6,Yes,Yes,Middle,Car,5,Good,53,48,4,Placed
5397,Male,25,Swat,SE,2,819,891,50,2.56,2.91,92,3.5,6.5,0.4,High,High,High,Intermediate,9,6,8,10,7,2,4,Yes,9,No,No,Low,Bike,7,Average,93,11,4,Placed
5398,Male,22,Mardan,SE,1,615,861,59,2.22,2.32,41,3.6,4.4,3.7,High,Low,High,Intermediate,8,7,8,6,2,10,2,No,0,No,Yes,High,Walk,9,Weak,80,18,5,Placed
5399,Male,18,Peshawar,BBA,2,876,657,33,2.0,2.3,51,3.4,5.1,5.9,Medium,Medium,High,Beginner,6,5,7,3,3,3,7,Yes,11,No,Yes,High,Bike,4,Weak,70,16,4,Placed
5400,Male,24,Peshawar,EE,1,829,615,81,1.77,1.61,69,3.1,5.6,5.2,Low,Low,High,Intermediate,2,4,9,7,5,19,2,Yes,1,Yes,Yes,Middle,Car,9,Fluent,93,30,3,Placed
5401,Female,22,Lahore,SE,7,865,1044,32,2.67,2.79,63,5.4,4.9,1.7,High,Low,Low,Intermediate,7,6,8,4,7,12,7,Yes,1,Yes,Yes,High,Walk,2,Weak,36,42,2,Placed
5402,Female,21,Swat,SE,2,900,690,44,2.85,2.72,85,5.3,5.0,1.1,High,High,Medium,Intermediate,4,6,4,6,6,1,3,Yes,4,No,Yes,Middle,Walk,2,Fluent,68,47,0,Placed
5403,Male,23,Peshawar,CS,8,861,1063,98,3.13,3.18,64,5.9,7.4,4.9,Medium,High,High,Advanced,5,7,1,7,2,7,3,Yes,5,Yes,Yes,Middle,Bike,7,Good,78,44,2,Placed
5404,Female,19,Peshawar,DS,1,931,853,77,3.44,3.75,98,1.6,4.7,2.5,High,Medium,Medium,Beginner,8,10,9,7,3,15,5,Yes,9,Yes,Yes,Middle,Bus,7,Average,42,12,3,Placed
5405,Male,18,Peshawar,ME,7,1003,861,79,1.58,1.89,49,6.1,6.8,5.4,High,High,High,Advanced,8,8,8,10,9,16,8,No,0,No,No,Middle,Walk,9,Fluent,97,14,2,Placed
5406,Male,22,Peshawar,ME,5,978,644,36,3.28,3.12,65,3.3,5.4,1.7,Low,Medium,High,Beginner,8,8,5,5,4,2,6,Yes,12,No,Yes,High,Bike,8,Fluent,30,15,0,Placed
5407,Female,20,Swat,SE,6,857,900,68,2.27,2.18,78,2.4,8.3,4.6,Medium,Low,High,Beginner,1,0,3,0,3,0,7,Yes,8,No,Yes,Middle,Bus,7,Average,56,10,3,Placed
5408,Male,23,Lahore,ME,4,842,912,48,1.86,1.86,89,7.8,7.9,4.2,Low,High,Low,Intermediate,1,6,5,0,8,6,6,Yes,1,No,No,High,Car,2,Good,58,26,0,Placed
5409,Female,25,Islamabad,ME,4,818,758,85,1.85,1.98,50,5.7,6.6,5.6,Low,High,Low,Advanced,10,4,6,5,10,19,8,No,0,Yes,Yes,Middle,Car,8,Weak,47,12,1,Placed
5410,Male,23,Mardan,EE,7,1018,771,57,1.71,1.29,73,1.5,5.7,2.8,Low,Low,High,Advanced,7,4,4,10,2,19,7,Yes,7,No,Yes,Middle,Bike,7,Fluent,73,30,5,Placed
5411,Male,23,Karachi,CS,2,759,890,65,2.67,2.37,52,5.4,7.3,5.1,Medium,High,Low,Beginner,4,3,3,3,4,12,1,No,0,Yes,No,Low,Bus,1,Average,51,30,4,Placed
5412,Female,24,Abbottabad,EE,2,832,1079,40,2.91,3.29,82,6.5,5.5,3.1,Medium,Medium,Low,Beginner,3,8,9,2,8,16,4,No,0,No,Yes,Middle,Bike,8,Fluent,50,10,1,Placed
5413,Male,20,Peshawar,IT,7,939,817,30,3.3,3.3,87,3.9,8.6,0.8,Low,Medium,High,Beginner,1,4,4,6,0,18,2,Yes,11,Yes,Yes,Low,Bike,3,Good,45,34,1,Placed
5414,Male,22,Islamabad,IT,4,602,972,96,3.23,3.67,51,2.6,5.4,4.0,Medium,Medium,High,Intermediate,10,1,6,7,3,4,3,No,0,No,Yes,Middle,Bus,6,Average,54,31,4,Placed
5415,Female,20,Lahore,CS,2,1063,840,82,1.59,1.95,61,5.3,7.0,4.8,Medium,Low,High,Intermediate,10,9,1,7,3,10,2,Yes,1,No,No,Middle,Walk,5,Average,60,0,5,Placed
5416,Male,19,Islamabad,IT,7,1092,661,43,2.36,2.77,48,1.7,7.3,5.6,Low,High,High,Beginner,1,5,1,8,7,5,3,Yes,2,Yes,No,Low,Bus,5,Fluent,58,14,5,Placed
5417,Female,19,Abbottabad,IT,2,879,786,77,3.8,3.7,51,0.8,8.0,4.3,Low,Medium,Low,Intermediate,7,9,6,5,1,4,6,No,0,Yes,No,Middle,Bus,4,Average,53,14,0,Placed
5418,Male,22,Islamabad,AI,2,669,704,82,3.31,3.34,49,7.0,4.0,2.8,Medium,Low,High,Advanced,8,9,2,6,9,0,2,Yes,2,Yes,Yes,High,Walk,4,Weak,84,26,3,Placed
5419,Male,18,Swat,CS,1,734,871,31,2.86,3.28,66,6.6,6.4,1.2,Medium,Low,Low,Intermediate,4,1,5,3,7,9,8,No,0,Yes,No,High,Walk,2,Average,81,31,3,Placed
5420,Female,25,Mardan,AI,2,1042,638,88,2.4,2.49,72,1.6,4.5,0.4,High,Medium,High,Beginner,5,3,1,6,4,8,3,No,0,No,No,Low,Car,10,Fluent,35,24,0,Placed
5421,Female,26,Abbottabad,ME,5,817,1061,38,3.94,3.8,58,5.2,6.0,2.3,Medium,High,Medium,Advanced,0,2,10,5,7,12,3,No,0,Yes,No,Middle,Walk,9,Weak,84,37,5,Placed
5422,Male,23,Lahore,SE,2,983,1036,43,2.44,2.53,59,4.3,7.2,4.3,High,Medium,Medium,Advanced,0,4,7,9,0,12,0,Yes,12,No,Yes,Middle,Car,5,Fluent,53,27,3,Placed
5423,Male,26,Peshawar,EE,3,848,795,92,2.59,2.9,84,6.8,8.3,5.8,High,Medium,High,Advanced,10,0,10,5,8,1,5,Yes,10,No,Yes,High,Car,3,Fluent,49,20,3,Placed
5424,Male,24,Karachi,IT,5,742,939,94,2.44,2.28,47,1.9,8.6,4.7,High,Medium,Medium,Intermediate,8,1,1,5,10,0,2,No,0,Yes,No,Middle,Walk,3,Average,93,8,5,Placed
5425,Female,21,Mardan,BBA,3,892,742,33,3.67,3.38,76,7.4,8.7,3.2,Low,Low,Low,Intermediate,9,7,2,0,2,2,5,No,0,Yes,Yes,High,Car,3,Weak,46,46,0,Placed
5426,Male,26,Abbottabad,EE,3,631,784,40,2.15,2.51,90,5.2,7.0,2.4,High,High,Low,Intermediate,7,6,6,9,7,9,8,Yes,10,Yes,Yes,Low,Bus,7,Good,53,22,0,Placed
5427,Male,23,Karachi,IT,4,847,720,55,3.9,3.97,70,7.5,7.2,1.1,High,Low,High,Advanced,6,3,10,1,5,14,7,Yes,12,Yes,No,Middle,Bike,3,Good,44,16,2,Placed
5428,Male,19,Mardan,SE,1,930,959,69,1.68,1.33,84,5.3,6.7,4.0,High,Low,Low,Advanced,2,7,4,6,3,10,3,Yes,8,Yes,Yes,High,Bike,7,Average,30,41,5,Placed
5429,Female,23,Lahore,AI,1,774,1000,94,1.96,2.28,48,5.8,5.8,1.4,Low,High,High,Intermediate,4,10,8,0,4,18,7,No,0,Yes,No,Low,Car,9,Average,42,6,4,Placed
5430,Male,22,Abbottabad,ME,5,976,948,46,3.47,3.74,49,5.2,7.6,4.7,Medium,High,High,Advanced,4,0,4,7,0,11,2,Yes,2,Yes,No,Low,Bike,9,Weak,84,35,4,Placed
5431,Male,20,Swat,ME,8,766,838,79,1.79,1.4,97,5.6,8.4,4.0,Medium,High,Medium,Advanced,4,0,5,9,1,6,4,Yes,1,Yes,Yes,Middle,Bus,3,Average,65,48,1,Placed
5432,Female,20,Karachi,IT,2,1073,824,40,2.83,2.58,55,1.0,7.0,3.0,Low,High,Medium,Intermediate,3,10,6,0,6,11,3,Yes,7,Yes,No,Low,Car,1,Average,42,40,5,Placed
5433,Male,23,Islamabad,DS,6,1085,1034,34,3.36,3.15,58,4.2,5.0,2.9,High,Low,Medium,Beginner,9,7,8,9,2,6,1,Yes,7,No,Yes,High,Car,4,Weak,99,0,2,Placed
5434,Female,26,Mardan,IT,8,1027,677,31,1.65,1.5,47,3.9,7.9,4.5,Medium,Low,Medium,Beginner,9,0,2,5,8,6,2,No,0,Yes,Yes,Middle,Bike,7,Good,98,40,3,Placed
5435,Male,19,Abbottabad,CS,1,1069,790,57,2.2,1.83,69,6.4,6.7,2.4,Medium,Low,High,Beginner,6,5,2,2,5,16,5,Yes,3,Yes,No,High,Bike,4,Good,85,32,5,Placed
5436,Female,22,Islamabad,BBA,3,812,643,93,3.71,4.0,67,0.7,8.8,3.3,Medium,Low,Medium,Intermediate,8,2,3,2,4,2,7,Yes,4,No,No,Low,Bus,8,Weak,68,0,0,Placed
5437,Male,25,Abbottabad,SE,5,618,968,89,2.62,2.65,47,3.0,7.5,0.9,Low,High,Low,Advanced,7,9,6,1,1,3,8,Yes,12,Yes,Yes,Middle,Bus,9,Good,97,42,4,Placed
5438,Male,24,Lahore,IT,1,714,1093,66,3.97,3.93,62,0.5,8.7,0.7,Low,Medium,High,Beginner,5,5,8,9,5,1,8,No,0,Yes,No,Low,Walk,10,Weak,74,11,5,Placed
5439,Female,21,Peshawar,DS,2,716,751,42,1.52,1.09,98,6.4,5.8,2.4,High,High,Medium,Advanced,2,1,8,7,9,10,7,Yes,5,Yes,No,Middle,Bike,4,Fluent,89,43,3,Placed
5440,Female,18,Swat,SE,1,986,1073,56,2.82,2.92,89,7.2,5.8,1.8,Medium,Medium,High,Beginner,8,3,8,2,7,16,0,Yes,7,Yes,Yes,Low,Bus,4,Weak,84,48,4,Placed
5441,Female,23,Peshawar,IT,2,1058,755,78,3.71,4.0,80,5.5,4.4,3.6,Medium,Medium,Medium,Beginner,1,2,7,4,4,0,5,Yes,10,Yes,Yes,Middle,Bus,5,Good,45,50,5,Placed
5442,Female,21,Peshawar,IT,5,1088,673,88,2.05,2.35,53,6.0,6.9,5.1,Low,Low,Low,Advanced,10,7,8,6,3,10,0,Yes,1,No,Yes,Low,Car,9,Fluent,91,15,0,Placed
5443,Male,22,Mardan,CS,8,709,722,77,2.63,2.94,99,4.0,6.5,3.9,High,Medium,Medium,Intermediate,0,2,4,7,1,19,2,Yes,5,No,No,Middle,Bus,8,Average,90,25,3,Placed
5444,Male,23,Abbottabad,IT,1,677,1023,61,2.48,2.23,43,1.2,7.2,4.2,Low,Low,Medium,Advanced,3,2,0,5,1,10,2,No,0,No,Yes,High,Car,4,Fluent,64,1,4,Placed
5445,Male,21,Abbottabad,BBA,4,1054,830,97,2.29,2.01,92,3.8,5.2,1.8,High,Low,Medium,Advanced,8,2,2,3,1,18,2,Yes,10,No,No,High,Bus,6,Average,34,31,2,Placed
5446,Female,25,Islamabad,BBA,7,725,670,53,3.68,3.7,45,2.2,8.7,4.8,Medium,Low,Low,Intermediate,2,2,5,6,5,8,2,Yes,1,No,Yes,High,Car,4,Average,78,22,5,Placed
5447,Female,26,Abbottabad,IT,3,1000,1012,74,2.37,2.78,77,5.6,5.2,5.7,Medium,Low,High,Beginner,2,9,3,0,5,11,4,Yes,11,No,No,Middle,Walk,6,Fluent,67,27,5,Placed
5448,Female,20,Karachi,EE,2,1054,1010,36,1.65,1.32,59,6.5,7.6,1.9,Low,Medium,High,Beginner,3,8,2,8,6,9,6,Yes,12,No,No,High,Walk,7,Average,60,32,5,Placed
5449,Male,19,Peshawar,AI,1,736,1069,76,2.37,2.19,72,4.9,6.0,5.3,High,Medium,Medium,Intermediate,4,0,3,8,1,11,6,Yes,12,Yes,Yes,Middle,Car,4,Fluent,31,16,4,Placed
5450,Female,21,Islamabad,IT,3,640,853,41,3.28,3.76,52,5.5,4.7,1.8,Low,High,Medium,Intermediate,8,4,5,0,3,3,6,Yes,5,Yes,No,Low,Car,1,Fluent,51,6,1,Placed
5451,Male,26,Karachi,EE,8,1044,965,85,2.71,3.14,55,7.8,5.9,4.7,Medium,High,Low,Advanced,2,1,3,8,9,6,8,No,0,Yes,Yes,High,Car,1,Fluent,51,39,4,Placed
5452,Female,25,Karachi,BBA,1,873,1024,37,3.49,3.7,88,4.4,6.8,3.4,Medium,Low,Medium,Beginner,4,5,8,5,8,19,1,Yes,9,Yes,No,High,Bus,7,Fluent,84,35,0,Placed
5453,Female,20,Abbottabad,CS,8,731,645,30,2.38,2.28,78,5.0,7.1,1.8,High,High,Low,Advanced,0,9,1,2,0,7,2,Yes,1,No,No,Low,Bike,4,Fluent,54,10,1,Placed
5454,Male,26,Lahore,AI,4,895,778,44,2.7,3.13,91,6.7,4.1,1.4,High,Low,Medium,Advanced,9,4,7,10,6,14,4,Yes,9,No,No,High,Car,5,Good,82,49,1,Placed
5455,Male,20,Peshawar,BBA,4,993,866,48,2.01,2.24,65,1.7,8.8,5.2,Medium,Medium,High,Beginner,10,6,10,2,5,4,3,Yes,6,No,No,Low,Walk,2,Weak,33,17,3,Placed
5456,Male,25,Swat,SE,7,878,813,38,3.37,3.39,48,0.6,7.3,4.0,Low,Medium,Medium,Beginner,0,10,6,9,10,9,4,Yes,4,No,No,Low,Bike,7,Fluent,42,34,1,Placed
5457,Male,25,Mardan,SE,8,696,675,61,2.72,3.17,75,1.1,4.0,5.3,High,Low,Low,Beginner,8,8,2,6,9,16,2,No,0,No,Yes,High,Bike,4,Weak,48,14,3,Placed
5458,Female,25,Karachi,SE,6,1016,930,48,1.79,1.81,68,2.8,8.2,5.2,Medium,Low,Low,Advanced,8,4,8,0,4,9,3,Yes,3,No,No,Middle,Car,8,Weak,35,34,1,Placed
5459,Male,18,Swat,SE,6,948,696,43,2.59,2.88,53,7.4,8.3,0.4,High,High,Medium,Intermediate,10,9,7,7,2,9,0,Yes,6,Yes,No,Low,Walk,2,Good,81,25,5,Placed
5460,Male,20,Lahore,SE,4,985,864,61,2.56,2.95,72,3.8,8.1,1.9,High,Medium,High,Beginner,3,10,3,0,10,5,7,Yes,3,No,No,Middle,Bus,7,Weak,52,47,5,Placed
5461,Female,25,Mardan,ME,2,685,601,34,4.0,3.72,84,4.0,5.0,4.2,Low,Low,High,Intermediate,8,6,7,5,9,3,4,Yes,2,Yes,Yes,High,Bus,4,Good,59,44,1,Placed
5462,Male,22,Mardan,SE,6,641,628,91,3.74,4.0,46,4.7,5.3,0.7,High,Medium,High,Advanced,8,2,6,10,5,15,6,Yes,1,No,Yes,Low,Car,4,Good,55,17,5,Placed
5463,Female,18,Mardan,BBA,1,1057,958,55,2.65,2.77,99,6.7,4.0,3.5,High,Low,Medium,Intermediate,4,7,8,10,1,4,0,No,0,Yes,Yes,High,Bus,6,Fluent,93,44,2,Placed
